Latin	occur	Inter	Moist	Al	Ca	Fe	K	P	Zn	N	Moist^2	Al^2	Ca^2	Fe^2	K^2	P^2	Zn^2	N^2
Cecropia garciae (Urticaceae)	5	-3.42109592101467	1.77034264799145	-0.231270926563653	-0.703499218977696	0.0404044885749911	-0.0457925797074888	-0.885065570701475	0.118412882567981	0.0420847461733382	-0.467543379867497	-0.205004338128101	-0.0836937637832921	0.142230005670089	0.0351464238474919	-0.252180251161288	-0.0744189714547846	-0.0290139871009419
Cecropia heterochroma (Urticaceae)	4	-4.22310991044908	1.70860741731379	-0.0150439159665351	-0.606241204814436	0.00446593958222564	-0.0107498835790951	-1.15047292429428	0.0843239516327987	0.0398806375201231	-0.569331080416002	-0.218538114669809	-0.0694463403996949	0.152256522503211	0.0332177970975281	-0.0113894109737771	-0.0497114268492743	-0.0222633558765687
Cecropia insignis (Urticaceae)	21	0.182554430602407	-0.08422821678941	-0.211905287573189	0.230965902850394	-0.35289659474699	0.00756183564117109	-0.844300345177756	0.08836958111176	0.0828186594497696	-1.03412297095876	-0.191065986734995	-0.233564261089095	0.0634462825856588	0.0432167261026173	-0.242979782828659	-0.148691806088022	-0.0247112990730663
Cecropia longipes (Urticaceae)	8	-2.0768095327896	-0.554439636360314	0.245789567797334	0.210555140323232	-0.0463148293705821	0.0185666552666325	1.14101335561188	0.160902207575531	0.054195506463218	-0.720904914925894	-0.283556696637684	-0.102060469024329	-0.0379000447440653	-0.0709495557032527	-0.0706094660785067	-0.0638251993173085	-0.0152242574159839
Cecropia obtusifolia (Urticaceae)	23	-0.251687026673033	-0.0843101663113001	-0.183332492166436	0.591772550012182	-0.121793074933112	0.0493168253851849	0.225611781192654	0.173838423852593	0.0678595247343042	-0.593255924570228	-0.0711890420482626	-0.0653660190902875	0.00255867286863314	-0.0636490872028946	-0.23102455958618	-0.091716631097739	-0.0253486410474707
Cecropia peltata (Urticaceae)	11	-1.63157009102258	0.124674697393239	0.193390875976145	-0.100345273246475	0.172465549762039	-0.0302279429619184	1.02850480787111	0.281257051918924	0.0318045198386788	-0.366953021739141	-0.194892294272142	0.0548154006671961	-0.0793845705797553	-0.0757837492642515	-0.211269781056143	0.0812518393589906	-0.0287769959679526
Cedrela odorata (Meliaceae)	8	-2.35660775462976	-1.12255532192055	0.16472178974567	0.120532577141251	-0.065551432557767	0.0313527494145098	0.940435627592729	0.176029282914527	0.0796432050420098	-0.573426719175968	-0.255152670137047	0.115011431537448	-0.0180151286289555	-0.062734817735891	-0.240164730272912	-0.0831075443836161	-0.0142769381135066
Ceiba pentandra (Malvaceae)	9	-1.13715688890279	0.2878145347013	-0.111356589251069	0.230408474446548	-0.0514616313660355	0.15218304164599	0.182349180134089	0.114351427755847	0.0605395398090234	-0.76435011061003	-0.196770252764258	-0.167856841565885	-0.0784017567435262	-0.0281734061874048	-0.350596601927301	-0.165006006730565	-0.000438271921309968
Celtis schippii (Cannabaceae)	18	-0.360397716545972	-0.227075202961674	-0.0271388755890986	-0.184534841791146	-0.298405048792333	0.572921277206767	0.700948617139525	0.142756540605958	0.046868041976971	-0.76853595920338	-0.177020600735349	-0.309564278584279	-0.0493232563131452	0.0593565979945809	-0.438198714825944	-0.143744562604878	-0.0332039209004239
Cespedesia spathulata (Ochnaceae)	19	-0.534763403951996	1.54684011605299	-0.220947765616447	-0.213621850391897	-0.0298628710257498	-0.0791723491364475	-1.9718124127688	0.141889061139827	0.0826658387914161	-0.845714263874783	-0.14777689761905	-0.303961255841404	-0.0490165261676203	-0.00448941151723745	-0.261945069571377	-0.13542809147529	-0.0247603029206306
Cestrum megalophyllum (Solanaceae)	15	-0.895940537533023	-0.26570930484348	0.250193414287845	-0.0187851591466051	-0.220843973201051	0.200582045795757	0.820382174013257	0.115078247414023	0.0524029904747778	-0.355454114716246	-0.15562748652394	-0.272113066279091	-0.00715372491543854	0.0172108241250216	-0.263362573925425	-0.165791872229044	-0.0223203415648437
Chamaedorea tepejilote (Arecaceae)	9	-1.50905053093614	0.462256815550885	-0.275894708109485	-0.00855750533784562	-0.0689095184418317	0.125878083276311	0.908667012612426	0.19070894372614	0.0514049232072135	-0.749807763249089	-0.100454051219475	-0.270336881435649	-0.120216590474371	0.00766595415864055	-0.173613332228072	-0.159325172917713	-0.0268052571586784
Chamguava schippii (Myrtaceae)	4	-2.58608843314277	1.48536692640721	0.357211477824202	-0.351451557436214	-0.176730040335151	-0.0187942448790001	-0.79085253481376	0.200930595412559	0.0585003480130387	-0.869809804825028	-0.164544026528247	-0.218219641115419	-0.0774116592849563	0.00771908694489105	-0.290088554474215	-0.13495754196434	-0.00900783539216007
Chimarrhis parviflora (Rubiaceae)	5	-1.87193334256864	0.267486932416356	-0.340430592656577	-0.386281311193775	-0.35267733558513	0.0171333566111636	-0.739574109164387	0.139119944169219	0.077001920368613	-0.843491180052428	-0.16469921983242	-0.249096947282173	-0.00390797501389991	-0.0223694920936856	-0.42752639096301	-0.175751360634652	-0.0202441986656793
Chomelia spinosa (Rubiaceae)	3	-3.02660178492012	-1.08816931532519	0.100832077953129	0.14430248489952	0.0359838928021163	0.147259614744116	0.0173896146222688	0.226997285161014	0.0394191166247062	-0.55346965153902	-0.245976250289775	-0.192262492236594	-0.0571480655211272	-0.0348790123792367	-0.357644818996716	0.0345508098628209	-0.0241607375450812
Chrysochlamys eclipes (Clusiaceae)	14	-1.1536623563632	0.779820337371218	-0.49504053810112	-0.136525945337818	-0.129094774182417	0.021226949832113	-0.964693694138614	0.0977051883199814	0.0680285712591749	-0.419947392443355	-0.117456819600357	-0.271637950499999	0.189775708793354	-0.0164775183734391	-0.132724625210992	-0.161574580136022	-0.0230022305744966
Chrysophyllum argenteum (Sapotaceae)	26	0.628841045128584	1.94997852718959	-0.208679284621761	0.161020024099396	-0.370216151167791	0.0752132054946024	-0.179727945724663	0.150419463940863	0.00613863342221669	-0.898014627181959	-0.146200709497923	-0.172813099159951	0.017358449245461	-0.0345611800873968	-0.525972059541971	-0.0920426522199375	0.0133165674844786
Chrysophyllum cainito (Sapotaceae)	26	-0.88199641737557	-2.23828241723725	-0.0330449890252268	0.195439367290892	-0.210505500887606	0.507199133875261	0.448472859423581	0.15142895275042	0.0295983512473933	-0.279391776292438	-0.195218990381083	-0.133569700386204	-0.0716129693942092	0.0170364869290137	-0.0829440918409282	-0.0312205842839863	-0.020385667002499
Chrysophyllum colombianum (Sapotaceae)	5	-3.33001347253478	1.00840403295074	-0.0242731443122752	-0.880584796995238	-0.152947162485489	0.123951511015263	-1.2121311736761	0.171631249828545	0.0558321063701967	-0.127844170428756	-0.252200837187475	0.0507664490761542	-0.202888478849055	-0.0106698465621338	-0.197239886873355	-0.173423488686714	-0.022640055752853
Chrysophyllum hirsutum (Sapotaceae)	3	-3.65030795246928	0.809273381236495	-0.159909723711667	-0.353441461041273	0.0622018472294455	-0.125432191705867	-1.2166447800698	0.149688387046	0.061213848721205	-0.422856534364128	-0.256312020550386	-0.144200661014713	0.159603269472266	0.0634788108312054	-0.154222286809103	-0.143401068562808	-0.0208590778311814
Chrysophyllum venezuelanense (Sapotaceae)	3	-3.85673060996103	1.61763965185137	0.0397717851498604	-0.599751543271419	-0.0814229293356596	0.0448644607864448	-1.22601118583417	0.0805383134089686	0.0338230128313713	-0.744073898652438	-0.214680562300112	-0.100291817874031	-0.0326908294682497	0.0129292821348547	-0.0498806317109741	-0.0437879258521672	-0.0225715923773156
Clarisia biflora (Moraceae)	3	-3.89056024332989	2.01014854348338	0.0633668425842516	-0.0347136933661597	-0.211575228163627	0.165301430624081	-0.902641278159046	0.103194522311356	0.0248588801259964	-0.368878421208083	-0.214531713675987	-0.207135756236941	-0.124580564898851	-0.0363501880694232	-0.204623672069823	-0.117256662696399	-0.0223088657032103
Clavija costaricana (Theophrastaceae)	8	-1.78055476621862	1.30074075475772	-0.0601319097870585	0.196317082750349	-0.180689468199974	-0.120643948917356	-0.966433655023229	0.217061415746682	0.0540109656845148	-0.626745841081237	-0.136832512170971	-0.236874291040868	-0.113700676680957	-0.0585542139450863	-0.140366694029824	-0.149067672424234	-0.0169766675403277
Clavija mezii (Theophrastaceae)	3	-2.97699743414599	-1.10512505310782	0.0539519080930214	-0.0937236251711935	-0.164310009299628	-0.139830203385118	-0.552313547084091	0.218614989027326	0.0300756896856416	-0.611104602509515	-0.239950437718015	-0.0664485368305269	-0.0917139046424	0.00232074877055167	-0.258493335058949	-0.0596630642405818	-0.0160775359480568
Clidemia dentata (Melastomataceae)	5	-1.95433092723465	0.290936648367204	0.298834237155258	-0.601187379399978	-0.0346060965068424	0.347733869832209	0.0240904087261065	0.149090395612313	0.0831936441262103	-0.718422699788952	-0.195368477255018	-0.026020439653966	0.000444097984181901	-0.01845226840439	-0.452864765735499	-0.168524314236854	-0.0242206275333832
Clidemia octona (Melastomataceae)	3	-2.73249287777097	-0.374696230252046	0.273687493667267	-0.246992132744154	-0.13837350099968	0.31505615800693	0.0156015448596081	0.154060020350056	0.0618403906826441	-0.659470446268057	-0.233779009809221	-0.204100288295728	-0.0809983935152363	0.0554308321776193	-0.150594721675814	-0.107160791095503	-0.016916069176925
Clusia rosea (Clusiaceae)	3	-3.90025644014299	1.44255974606258	-0.0738736469218519	-0.559740428158093	0.109965718305495	-0.1071600288395	-0.908776306835392	0.136847745058433	0.0379627269915934	-0.496501634453431	-0.239732874083806	-0.132869152258941	0.153129623053713	0.0459667534452776	-0.146666319354351	-0.132728959314377	-0.0246976046603659
Cyathea petiolata (Cyatheaceae)	4	-2.70373592092193	0.235965544767406	0.349009726314537	-0.368780803759561	0.115523303704421	0.258582034931599	-0.443098137365099	0.119150325447554	0.0213033518306107	-0.586925310642699	-0.171015287717018	-0.119765788844949	-0.00417439277223098	0.0922899705792998	-0.0510572231803835	-0.0467061905688278	-0.0189875844042557
Coccoloba acuminata (Polygonaceae)	4	-3.10751577840391	-1.36802404818258	0.381962649300862	0.0709316799394175	-0.117264421962965	0.342249709658565	0.422528902879351	0.223466217218795	0.0224298340996025	-0.509087664657055	-0.216677558784993	-0.197582750452522	-0.104090127554404	0.038672869300877	-0.241257556249546	-0.0271232808266921	-0.0256595353090392
Coccoloba coronata (Polygonaceae)	8	-1.88670914205052	0.608577286092363	-0.0192659466270091	0.234591276072034	-0.11179539207314	-0.155471712014071	0.474928846092462	0.0900993253957612	0.105123318125631	-0.547333936679839	-0.222248688373899	0.0376468066039435	-0.0340137040381601	-0.092923368784174	0.186472901017495	-0.18786060017745	-0.0116412049604026
Coccoloba johnstonii (Polygonaceae)	5	-2.88829519756165	0.602147675485952	0.192518034012661	0.569591184846793	-0.241200289032933	-0.16037212161706	1.45267832344972	0.117922404889585	0.0712334365380471	-0.534234600280407	-0.238978455756865	-0.00513752600199054	-0.0733449042456281	-0.116675874651376	-0.0461485698936949	-0.17923168817926	-0.0238554748631311
Coccoloba manzinellensis (Polygonaceae)	30	0.887369429182056	0.0860589587886297	-0.241016708015299	-0.569290784898392	-0.441328826845955	0.196651913821698	-0.590021252686663	0.198798210957948	0.0325039005113846	-1.14775445713214	-0.222229200553099	-0.0265454877348935	0.0724711027548539	0.027554098256421	-0.419878494331884	-0.0801235960006615	0.015022286633831
Coccoloba obovata (Polygonaceae)	3	-2.85494717925701	0.150643965833937	-0.00507215436094558	-0.626215639380648	-0.150305985561428	-0.0151474751679854	-0.404696843203933	0.158955475397669	0.0368573815185456	-0.808232635610726	-0.208024003501051	0.0665776052653923	-0.110882231247297	-0.0295190619366592	-0.121024407239051	-0.131317499089035	-0.0234327364599366
Coccoloba padiformis (Polygonaceae)	9	-1.36781051273144	1.36651819053977	0.137498131510021	-0.517800596883384	-0.288797432316811	-0.120120890236425	-0.0202906173964861	0.144246850958858	0.0344651931698241	-0.889625263674064	-0.191285449177639	0.0591153056827956	-0.108106163565731	-0.0741602628624092	-0.180877742601857	-0.16845401055274	-0.0342175999764127
Cochlospermum vitifolium (Cochlospermaceae)	6	-2.0346140685251	-0.303593119003988	0.0880574588050724	-0.238314042762007	0.123254401904223	-0.00401529773357006	-0.098076007212944	0.0742671570011627	0.0599260522426635	-0.609059078272453	-0.283173224686453	0.0637038894762458	0.0190442449876697	0.00820961188009159	-0.147638013918496	-0.151535199971348	-0.0226238797683566
Colubrina glandulosa (Rhamnaceae)	8	-1.48889983008511	0.514010053241206	0.146322941272401	-0.562557232062128	-0.0527833617867124	0.102774324146836	-0.238389137223856	0.156887792781616	0.0518315241239065	-0.315490820295762	-0.214040983937439	-0.0685525595238364	-0.0540513180701533	-0.0432782488982537	-0.514872840653261	-0.0862489956635976	-0.0262322739510767
Colubrina heteroneura (Rhamnaceae)	3	-3.16385102768552	-0.942193113438928	0.100148394356971	0.325573722663471	-0.083810274002096	0.0471383101936376	0.524847422103239	0.209404562406884	0.0524685121552197	-0.583672542817094	-0.274501267319219	-0.115307093415283	-0.0431989399135098	-0.0467624391231858	-0.235373387904558	-0.0642014100459344	-0.0199669955332979
Compsoneura capitellata (Myristicaceae)	6	-3.7308513219247	2.038831446342	0.000620219967462191	-0.512465493417242	0.0203848685725564	0.107214777831164	-1.49360093465304	0.106359232190143	0.0528428951013578	-0.450643761274801	-0.223263280926251	-0.136692309017086	-0.111233484664247	-0.0212916638488387	-0.0580289766448919	-0.0716775025077736	-0.0252205047820326
Compsoneura sprucei (Myristicaceae)	4	-3.33833288555151	1.82402037926612	-0.041607114904989	-0.21091080245299	-0.268306571765036	-0.00791280662715618	-1.30942759809542	0.196916606078187	0.0428824515534163	-0.618312984996274	-0.256045909926764	-0.163910345217492	-0.111476349339115	-0.00487160281098548	-0.145646906950248	-0.123501801326375	-0.0236882014066992
Conostegia bracteata (Melastomataceae)	8	-1.47574639817119	1.19332076806558	0.106009896376299	-0.500017942179522	-0.325019694125155	-0.100553805128829	-0.803526690295929	0.126838830777267	0.054217096628819	-0.874807933981032	-0.1599369305921	-0.263381723344609	-0.0215687287306814	-0.0191678048412083	-0.351317230745826	-0.158240215152554	-0.0205388752533543
Conostegia cinnamomea (Melastomataceae)	4	-2.67515188967932	0.198786511035764	0.314326951435405	-0.0681731572144444	-0.225872429329043	0.552317786936581	-0.203837110936652	0.11527543605225	0.0587413657735167	-0.412345863871111	-0.240727553644822	-0.221549640783735	-0.0760169409722047	0.0636740835697531	0.0330210390979088	-0.100621727297004	-0.0125475397531943
Conostegia speciosa (Melastomataceae)	6	-2.87715390302604	-1.55705255042694	0.172127120099762	-0.134879913902118	0.145716872976736	0.238101290742962	0.40451781560373	0.27106071104525	0.03106265627124	-0.489709194466665	-0.280007311961751	0.00127819080163379	-0.00410154086811282	-0.0085136537129785	-0.291665015336148	0.103436713530917	-0.0272650178026725
Conostegia xalapensis (Melastomataceae)	3	-3.36998034556165	1.49048649981081	0.0221701814859557	-0.622579499145572	-0.064401353991325	-0.0991443811574022	-1.00196560236515	0.149051090552524	0.0614208987681179	-0.836682181688533	-0.226746502286461	-0.0920998708687914	-0.00493517033986988	0.0157566227280225	-0.229325772888561	-0.0294499807444342	-0.0303108934486639
Copaifera aromatica (Fabaceae-caesalpinioideae)	8	-1.58505205585129	0.585748136680986	-0.376638472472237	0.12526685271411	0.0549114023406692	-0.103231858136593	-0.271910485104415	0.119280049998642	0.0113532543780632	-0.124611305049061	-0.140778188628637	-0.20270787723546	-0.137711299318632	-0.0628851231537635	-0.429674487641124	-0.0477456939723542	-0.0301006966118452
Cordia alliodora (Boraginaceae)	25	0.0819599712077868	-0.0110010126103823	0.291559967118265	-0.0591589395966303	0.160566028046611	0.45659008616666	0.641497729365572	0.281045693559875	0.05428860867596	-0.649351016197069	-0.209106386940053	-0.0884271885889055	-0.0429153145579776	0.0564693871332336	-0.366093571111522	0.0331346673224332	-0.0506883180964761
Cordia bicolor (Boraginaceae)	33	1.33533152750313	1.15868846956398	-0.506735867312581	-0.00691975999291997	-0.426711760537949	-0.0477703255911364	-0.955961330407835	0.0462559800087931	0.0614899314729389	-0.763030380790248	-0.189728564667864	-0.279557547953233	-0.0512785617429258	0.0785532557261742	-0.43655897619563	-0.195218034895046	-0.022029536103861
